key,cz,en,ch
aw_war_press_claim_desc,按强弱宣称发动战争,Start a war using a strong or weak claim,按強弱宣稱發動戰爭
aw_war_force_vassal,强制臣服,Force Vassalage,強制臣服
aw_war_force_vassal_desc,迫使目标成为附庸,Force the target to become a vassal,迫使目標成為附庸
aw_war_independence,独立战争,Independence War,獨立戰爭
aw_war_independence_desc,对当前宗主发动独立战争,Start an independence war against the suzerain,對當前宗主發動獨立戰爭
aw_war_restoration,复国战争,Restoration War,復國戰爭
aw_war_restoration_desc,以亡国王室血统发起复国战争,Restore a fallen realm by royal bloodline,以亡國王室血統發起復國戰爭
aw_war_mandate_conquest,天命征服,Mandate Conquest,天命征服
aw_war_mandate_conquest_desc,天命国对弱小外国发动征服战争，不需制造宣称且不受强宣惩罚,Mandate realms can conquer weaker foreign realms without fabricating claims or taking no-CB penalties,天命國對弱小外國發動征服戰爭，不需製造宣稱且不受強宣懲罰
aw_war_no_cb,强宣,No CB War,強宣
aw_war_no_cb_desc,无理由宣战,War without a valid casus belli,無理由宣戰
aw_war_no_cb_cooldown,强宣冷却至,No CB cooldown until,強宣冷卻至
aw_war_no_cb_penalty,消耗政治点数并增加合法性外交和叛乱风险惩罚,Costs political points and adds legitimacy diplomacy and rebellion penalties,消耗政治點數並增加合法性外交和叛亂風險懲罰
aw_war_target_action_project,筹备,Prepare,籌備
aw_war_target_action_war,宣战,Declare,宣戰
aw_war_target_city,目标城市：,Target city:,目標城市：
aw_war_target_selected_kingdom,目标国：,Target realm:,目標國：
aw_war_target_selected_city,选中城市：,Selected city:,選中城市：
task_unit_aw_war_deployment,奔赴边境,Deploying to the frontier,奔赴邊境
aw_war_notice_issued,$attacker$向$defender$发出战书,$attacker$ sent a declaration of war to $defender$,$attacker$向$defender$發出戰書
aw_hist_war_notice_issued_mid,致战书于, issued a declaration of war to ,致戰書於
aw_hist_war_notice_received_mid,收到战书，来自, received a declaration of war from ,收到戰書，來自
aw_hist_temporary_levy_enlisted,奉召临时入伍, was temporarily levied,奉召臨時入伍
aw_hist_temporary_levy_demobilized,战后解除征召, was released from wartime levy,戰後解除徵召
aw_hist_temporary_slave_vanguard_demobilized,解散了临时奴隶先锋军, disbanded its temporary slave vanguard,解散了臨時奴隸先鋒軍
aw_war_preparation,战备,War preparation,戰備
aw_war_notice_target,战书目标,Notice target,戰書目標
aw_war_notice_year,下书年份,Notice year,下書年份
aw_war_notice_window,开战期限,War window,開戰期限
aw_war_levy_count,征召兵,Levies,徵召兵
aw_war_deployment_ready,边防就绪,Frontier ready,邊防就緒
aw_war_deployment_preparing,边防集结中,Frontier assembling,邊防集結中
aw_restoration_button,复国,Restore Realm,復國
aw_restoration_button_desc,以王室宣称在旧国核心举兵复国,Raise a restoration army from an eligible old core,以王室宣稱在舊國核心舉兵復國
aw_restoration_started,已举兵复国,Restoration begun,已舉兵復國
aw_restoration_error_cooldown,复国准备尚在冷却,Restoration is still on cooldown,復國準備尚在冷卻
aw_restoration_error_alive,旧国已经恢复,The old realm already exists,舊國已經恢復
aw_restoration_error_mandate_order,天下尚有受命王朝，自主复国只能在天命空位的乱世发动,An autonomous restoration can rise only during a Mandate vacancy,天下尚有受命王朝，自主復國只能在天命空位的亂世發動
aw_restoration_error_phase_order,天下尚未进入乱世，自主复国只能在天命崩解后的乱世发动,Autonomous restoration requires a chaotic Mandate vacancy,天下尚未進入亂世，自主復國只能在天命崩解後的亂世發動
aw_restoration_error_no_core,没有可用于起兵的旧国核心,No eligible old core can support an uprising,沒有可用於起兵的舊國核心
aw_restoration_error_claimant,宣称人已不再符合复国条件,The claimant is no longer eligible,宣稱人已不再符合復國條件
aw_restoration_error_generic,当前无法举兵复国,Restoration cannot begin now,目前無法舉兵復國
